confirmedCode;date;confirmedQuantity;confirmedTotalQuantity;nameCountry;nameDataset
Confirmed-001830;2020-04-30;37;1275;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001831;2020-04-30;12;116;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001832;2020-04-30;14;64;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001833;2020-04-30;1;12;Gambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001834;2020-04-30;64;4423;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001835;2020-04-30;12;1089;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001836;2020-04-30;8;490;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001837;2020-04-30;269;5537;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001838;2020-04-30;158;4006;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001839;2020-04-30;1;1;Comoras;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001840;2020-04-30;1;131;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001841;2020-04-30;9;106;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001842;2020-04-30;19;601;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001843;2020-04-30;12;396;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001844;2020-04-30;9;100;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001845;2020-04-30;1;37;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001846;2020-04-30;403;2074;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001847;2020-04-30;38;4359;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001848;2020-04-30;51;933;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001849;2020-04-29;2;34;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001850;2020-04-29;4;645;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001851;2020-04-29;144;1495;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001852;2020-04-29;20;91;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001853;2020-04-29;9;500;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001854;2020-04-29;196;1728;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001855;2020-04-29;5;980;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001856;2020-04-29;38;276;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001857;2020-04-29;3;14;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001858;2020-04-29;123;197;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001859;2020-04-29;2;81;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001860;2020-04-29;3;641;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001861;2020-04-29;26;1832;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001862;2020-04-29;4;713;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001863;2020-04-29;1;35;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001864;2020-04-29;354;5350;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001865;2020-04-29;55;1238;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001866;2020-04-29;13;225;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001867;2020-04-29;1;11;Gambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001868;2020-04-29;180;480;Tanzania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001869;2020-04-29;13;220;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001870;2020-04-29;32;4321;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001871;2020-04-29;57;375;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001872;2020-04-29;226;5268;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001873;2020-04-29;199;3848;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001874;2020-04-29;5;1077;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001875;2020-04-29;10;109;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001876;2020-04-29;54;582;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001877;2020-04-29;58;482;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001878;2020-04-29;10;384;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001879;2020-04-29;1;8;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001880;2020-04-29;4;130;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001881;2020-04-29;37;4289;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001882;2020-04-29;2;97;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001883;2020-04-29;59;882;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001884;2020-04-28;297;5647;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001885;2020-04-28;1;23;Botsuana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001886;2020-04-28;111;1351;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001887;2020-04-28;195;1532;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001888;2020-04-28;20;491;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001889;2020-04-28;101;1806;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001890;2020-04-28;19;1183;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001891;2020-04-28;27;238;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001892;2020-04-28;8;975;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001893;2020-04-28;5;114;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001894;2020-04-28;8;709;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001895;2020-04-28;1;300;Tanzania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001896;2020-04-28;132;3649;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001897;2020-04-28;29;34;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001898;2020-04-28;6;52;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001899;2020-04-28;203;4996;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001900;2020-04-28;16;424;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001901;2020-04-28;5;212;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001902;2020-04-28;121;1671;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001903;2020-04-28;6;4252;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001904;2020-04-28;260;5042;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001905;2020-04-28;43;318;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001906;2020-04-28;8;141;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001907;2020-04-28;6;71;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001908;2020-04-28;48;528;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001909;2020-04-28;5;104;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001910;2020-04-28;37;1072;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001911;2020-04-28;11;374;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001912;2020-04-28;2;126;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001913;2020-04-28;6;95;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001914;2020-04-28;126;4246;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001915;2020-04-28;87;823;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001916;2020-04-27;3;11;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001917;2020-04-27;3;638;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001918;2020-04-27;77;1240;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001919;2020-04-27;1;32;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001920;2020-04-27;64;1337;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001921;2020-04-27;84;1705;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001922;2020-04-27;12;471;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001923;2020-04-27;18;967;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001924;2020-04-27;19;408;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001925;2020-04-27;35;211;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001926;2020-04-27;1;27;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001927;2020-04-27;14;1164;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001928;2020-04-27;5;701;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001929;2020-04-27;9;50;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001930;2020-04-27;1;8;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001931;2020-04-27;3;109;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001932;2020-04-27;21;74;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001933;2020-04-27;247;4793;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001934;2020-04-27;16;207;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001935;2020-04-27;38;275;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001936;2020-04-27;135;3517;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001937;2020-04-27;4;128;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001938;2020-04-27;5;4120;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001939;2020-04-27;6;65;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001940;2020-04-27;248;4782;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001941;2020-04-27;44;480;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001942;2020-04-27;1;99;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001943;2020-04-27;12;1035;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001944;2020-04-27;6;99;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001945;2020-04-27;1;36;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001946;2020-04-27;1;124;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001947;2020-04-27;1;35;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001948;2020-04-27;8;363;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001949;2020-04-27;1;89;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001950;2020-04-27;65;736;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001951;2020-04-27;50;4115;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001952;2020-04-27;91;1273;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001953;2020-04-26;57;315;Guinea Ecuatorial;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001954;2020-04-26;3;635;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001955;2020-04-26;69;1163;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001956;2020-04-26;9;133;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001957;2020-04-26;10;949;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001958;2020-04-26;17;459;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001959;2020-04-26;4;64;Benín;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001960;2020-04-26;1;26;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001961;2020-04-26;4;79;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001962;2020-04-26;1;53;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001963;2020-04-26;16;106;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001964;2020-04-26;1;332;Mauricio;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001965;2020-04-26;1;124;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001966;2020-04-26;6;60;Benín;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001967;2020-04-26;39;1150;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001968;2020-04-26;12;696;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001969;2020-04-26;22;41;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001970;2020-04-26;126;3382;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001971;2020-04-26;8;191;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001972;2020-04-26;185;4546;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001973;2020-04-26;2;98;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001974;2020-04-26;19;389;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001975;2020-04-26;18;4065;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001976;2020-04-26;215;4534;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001977;2020-04-26;24;237;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001978;2020-04-26;12;355;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001979;2020-04-26;46;436;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001980;2020-04-26;3;59;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001981;2020-04-26;6;76;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001982;2020-04-26;15;1023;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001983;2020-04-26;103;1621;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001984;2020-04-26;7;93;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001985;2020-04-26;271;1550;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001986;2020-04-26;4;88;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001987;2020-04-26;57;671;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001988;2020-04-26;1;34;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001989;2020-04-26;150;4047;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001990;2020-04-26;1;123;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001991;2020-04-25;7;207;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001992;2020-04-25;98;1094;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001993;2020-04-25;4;124;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001994;2020-04-25;3;632;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001995;2020-04-25;4;86;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001996;2020-04-25;87;1182;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001997;2020-04-25;26;442;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001998;2020-04-25;3;31;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001999;2020-04-25;17;939;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002000;2020-04-25;2;90;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002001;2020-04-25;4;176;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002002;2020-04-25;6;96;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002003;2020-04-25;34;1111;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002004;2020-04-25;3;684;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002005;2020-04-25;7;183;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002006;2020-04-25;141;4361;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002007;2020-04-25;1;123;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002008;2020-04-25;129;3256;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002009;2020-04-25;45;370;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002010;2020-04-25;44;258;Guinea Ecuatorial;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002011;2020-04-25;6;46;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002012;2020-04-25;227;4319;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002013;2020-04-25;16;56;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002014;2020-04-25;8;3897;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002015;2020-04-25;39;213;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002016;2020-04-25;9;1008;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002017;2020-04-25;5;70;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002018;2020-04-25;62;390;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002019;2020-04-25;88;1518;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002020;2020-04-25;7;343;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002021;2020-04-25;5;122;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002022;2020-04-25;69;614;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002023;2020-04-25;131;3889;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002024;2020-04-25;1;61;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002025;2020-04-24;42;996;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002026;2020-04-24;3;15;Burundi;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002027;2020-04-24;3;120;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002028;2020-04-24;1;5;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002029;2020-04-24;15;299;Tanzania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002030;2020-04-24;114;1095;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002031;2020-04-24;22;416;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002032;2020-04-24;4;922;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002033;2020-04-24;120;3127;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002034;2020-04-24;6;88;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002035;2020-04-24;1;75;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002036;2020-04-24;3;172;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002037;2020-04-24;22;176;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002038;2020-04-24;1;122;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002039;2020-04-24;10;681;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002040;2020-04-24;73;1077;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002041;2020-04-24;2;90;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002042;2020-04-24;267;4220;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002043;2020-04-24;14;200;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002044;2020-04-24;66;3758;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002045;2020-04-24;4;40;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002046;2020-04-24;19;65;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002047;2020-04-24;13;999;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002048;2020-04-24;201;4092;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002049;2020-04-24;130;214;Guinea Ecuatorial;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002050;2020-04-24;16;325;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002051;2020-04-24;8;84;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002052;2020-04-24;2;169;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002053;2020-04-24;18;82;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002054;2020-04-24;16;336;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002055;2020-04-24;125;1279;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002056;2020-04-24;124;3692;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002057;2020-04-24;66;545;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002058;2020-04-24;96;1430;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002059;2020-04-24;1;117;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002060;2020-04-24;12;174;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002061;2020-04-23;13;629;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002062;2020-04-23;92;954;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002063;2020-04-23;12;117;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002064;2020-04-23;2;19;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002065;2020-04-23;1;12;Burundi;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002066;2020-04-23;108;981;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002067;2020-04-23;17;394;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002068;2020-04-23;9;918;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002069;2020-04-23;9;82;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002070;2020-04-23;1;167;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002071;2020-04-23;11;74;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002072;2020-04-23;52;1004;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002073;2020-04-23;9;671;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002074;2020-04-23;2;331;Mauricio;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002075;2020-04-23;1;60;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002076;2020-04-23;97;3007;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002077;2020-04-23;1;154;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002078;2020-04-23;232;3891;Egipto;confirmed_cases_africa_ncov_2020-06-16
